,Image,Tour Name,Tour Type,Tour Duration,Tour Price,Price Per,Cancellation,Tour By,City,Country,Link
27,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/2d/c9/caption.jpg?w=500&h=400&s=1,Chicago Lake and River Architecture Tour,City Tours,1–2 hours,$40.00,per adult,Free cancellation,By Wendella,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d534491-Reviews-Wendella-Chicago_Illinois.html
28,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6a/30/39/caption.jpg?w=500&h=400&s=1,Field Museum of Natural History Discovery Pass,Attractions & Museums,1–8 hours,$34.00,per adult,Free cancellation,By Field Museum,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d103999-Reviews-Field_Museum-Chicago_Illinois.html
29,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/90/96/52/caption.jpg?w=500&h=400&s=1,Full-Day Small-Group Tour of Chicago Neighborhoods with Lunch and Dinner,Bus Tours,6+ hours,$175.00,per adult,Free cancellation,By Chicago Personal Neighborhood Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d23325860-Reviews-Chicago_Personal_Neighborhood_Tours-Chicago_Illinois.html
30,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/dd/46/44/caption.jpg?w=500&h=400&s=1,Chicago Private Tours,Bus Tours,3–4 hours,$425.34,per group,Free cancellation,By Chicago Private Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2052431-Reviews-Chicago_Private_Tours-Chicago_Illinois.html
31,,,,,,,,,Chicago,USA,
32,,,Which places provide the best tours in Chicago for kids and families?,Which places provide the best tours in Chicago for couples?,Which places provide the most romantic tours in Chicago?,,Which places provide the best tours in Chicago for groups?,,Chicago,USA,
33,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/4b/16/caption.jpg?w=500&h=400&s=1,Chicago Architecture River Cruise,City Tours,1 hour,$46.87,per adult,Free cancellation,By Shoreline Sightseeing,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d534489-Reviews-Shoreline_Sightseeing-Chicago_Illinois.html
34,,,,,,,,,Chicago,USA,
35,,,,,,,,Clear all filters,Chicago,USA,
36,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/69/f9/caption.jpg?w=500&h=400&s=1,2-Hour Guided Segway Tour of Chicago,Segway Tours,2 hours,$65.00,per adult,Free cancellation,By Segway Experience of Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2092320-Reviews-Segway_Experience_of_Chicago-Chicago_Illinois.html
37,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/c0/2b/caption.jpg?w=500&h=400&s=1,"Bikes, Bites, and Brews: Chicago's Signature Dishes Bike Tour",City Tours,4 hours,$84.99,per adult,Free cancellation,By Bobby's Bike Hike Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html
38,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/f8/6f/caption.jpg?w=500&h=400&s=1,Private Lake Michigan Sailing Charter and Sightseeing Tour of Chicago,City Tours,2 hours,$427.28,per group,Free cancellation,"By Come Sailing, Inc.",Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d10640901-Reviews-Come_Sailing_Inc-Chicago_Illinois.html
39,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f4/f8/cc/caption.jpg?w=500&h=400&s=1,Private Al Capone Gangster Tour in Chicago,Bus Tours,3 hours,$482.00,per adult,Free cancellation,By Chicago Private Tours and Productions,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d13412189-Reviews-Chicago_Private_Tours_and_Productions-Chicago_Illinois.html
40,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/31/64/caption.jpg?w=500&h=400&s=1,Holiday Hike Chicago-Style: Festive Food & Walking tour,City Tours,3 hours,$69.99,per adult,Free cancellation,By Bobby's Bike Hike Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html
41,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/6a/12/caption.jpg?w=500&h=400&s=1,Chicago Night Crimes Bus Tour,Bus Tours,120–150 minutes,$51.00,per adult,Free cancellation,By Chicago Crime Tours and Experiences,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d4322209-Reviews-Chicago_Crime_Tours_and_Experiences-Chicago_Illinois.html
42,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/22/24/caption.jpg?w=500&h=400&s=1,Skyline Tour Aboard Aboard 148 Ft. Schooner Windy - Chicago's Official Tall Ship,Sailing,1–2 hours,$49.00,per adult,Free cancellation,By Tall Ship Windy,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d538046-Reviews-Tall_Ship_Windy-Chicago_Illinois.html
43,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/60/95/caption.jpg?w=500&h=400&s=1,Chicago Signature Dinner Cruise on Lake Michigan,Sunset Cruises,3 hours,$122.80,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
44,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/7f/f2/fd/caption.jpg?w=500&h=400&s=1,Medieval Torture Museum Ticket with Audio Guide and Ghost Hunting,Attractions & Museums,1–2 hours,$29.99,per adult,Free cancellation,By Medieval Torture Museum,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d23630795-Reviews-Medieval_Torture_Museum-Chicago_Illinois.html
45,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6a/30/2a/caption.jpg?w=500&h=400&s=1,Big Bus Chicago Night Tour,Bus Tours,1–2 hours,$29.00,per adult,Free cancellation,By BigBus Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d8298701-Reviews-BigBus_Chicago-Chicago_Illinois.html
46,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/38/7b/caption.jpg?w=500&h=400&s=1,Chicago Loop Secret Food Tour with Private Tour Option,City Tours,3 hours,$84.53,per adult,,By Secret Food Tours Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d12564245-Reviews-Secret_Food_Tours_Chicago-Chicago_Illinois.html
47,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/91/f4/caption.jpg?w=500&h=400&s=1,Premier Chicago River Dinner Cruise,Day Cruises,3 hours,$193.84,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
48,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/2a/a5/c6/caption.jpg?w=500&h=400&s=1,African American Heritage Tour of Chicago with Soul Food Meal included,Bus Tours,4 hours,$175.00,per adult,Free cancellation,By Chicago Personal Neighborhood Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d23325860-Reviews-Chicago_Personal_Neighborhood_Tours-Chicago_Illinois.html
49,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/5f/90/caption.jpg?w=500&h=400&s=1,Chicago Walking Tour: Historic Treasures of Chicago,Walking Tours,2 hours,$30.00,per adult,Free cancellation,By Chicago Architecture Center,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d107442-Reviews-Chicago_Architecture_Center-Chicago_Illinois.html
50,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/85/b2/6b/caption.jpg?w=500&h=400&s=1,Trickery Chicago Magic Show,Theaters,1–2 hours,$41.00,per adult,,By Trickery,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d13569649-Reviews-Trickery-Chicago_Illinois.html
51,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/10/38/0a/caption.jpg?w=500&h=400&s=1,Downtown Chicago Walking Pizza Tour,City Tours,2–3 hours,$49.00,per adult,Free cancellation,By Chicago Pizza Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d1786939-Reviews-Chicago_Pizza_Tours-Chicago_Illinois.html
52,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/92/09/caption.jpg?w=500&h=400&s=1,Chicago Premier Lake Michigan Lunch Cruise,Day Cruises,2 hours,$98.22,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
53,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/67/0a/0e/caption.jpg?w=500&h=400&s=1,Chicago's Ultimate City Bike Tour,City Tours,3 hours,$49.99,per adult,Free cancellation,By Bobby's Bike Hike Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html
54,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6a/30/14/caption.jpg?w=500&h=400&s=1,Chicago Fireworks Dinner Cruise with Buffet,Coffee Cruises,3 hours,$158.98,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
55,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/bb/92/20/caption.jpg?w=500&h=400&s=1,Art Institute of Chicago Skip-the-Line Small-Group Guided Tour,Walking Tours,120–150 minutes,$100.70,per adult,Free cancellation,By Babylon Tours Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d15844388-Reviews-Babylon_Tours_Chicago-Chicago_Illinois.html
56,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/74/4f/fe/caption.jpg?w=500&h=400&s=1,Windy City Ghost Tour,Walking Tours,1 hour,$24.09,per adult,Free cancellation,By Windy City Ghosts,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d18717490-Reviews-Windy_City_Ghosts-Chicago_Illinois.html
57,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/99/d9/f5/caption.jpg?w=500&h=400&s=1,Field Museum of Natural History All-Access Pass,Attractions & Museums,1–8 hours,$40.00,per adult,Free cancellation,By Field Museum,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d103999-Reviews-Field_Museum-Chicago_Illinois.html
58,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/15/31/08/caption.jpg?w=500&h=400&s=1,Mexican Mole Sauce Workshop & Dinner for small groups,Cooking Classes,2 hours,$121.80,per adult,Free cancellation,By Eatwith Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d19512779-Reviews-Eatwith_Chicago-Chicago_Illinois.html
59,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/78/2a/30/caption.jpg?w=500&h=400&s=1,The Escape Game Chicago: Epic 60-Minute Adventures,,1–2 hours,$43.59,per adult,Free cancellation,By The Escape Game Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d11777066-Reviews-The_Escape_Game_Chicago-Chicago_Illinois.html
