,Tour Name,Tour Type,Tour Duration,Tour Price,Price Per,Cancellation,Tour By,City,Country,Link
101,2-Hour Guided Segway Tour of Downtown Las Vegas,Segway Tours,2 hours,$134.03,per adult,Free cancellation,By Segway Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d6368299-Reviews-Segway_Las_Vegas-Las_Vegas_Nevada.html
102,Fantasy at the Luxor Hotel and Casino,Theaters,1–2 hours,$58.54,per adult,,By Fantasy,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2294396-Reviews-Fantasy-Las_Vegas_Nevada.html
103,Small-Group Guided Colorado River Half-Day Kayak Tour,Adventure Tours,4 hours,$98.00,per adult,,By Veteran Kayaks,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23187439-Reviews-Veteran_Kayaks-Las_Vegas_Nevada.html
104,"Valley of Fire ATV, UTV, or Dune Buggy Adventure",Adventure Tours,6+ hours,$443.45,per adult,Free cancellation,By Sunbuggy Fun Rentals,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d14140925-Reviews-Sunbuggy_Fun_Rentals-Las_Vegas_Nevada.html
105,Half-Day Electric Bike Tour of Red Rock Canyon,E-Bike Tours,4 hours,$119.99,per adult,Free cancellation,By Escape Adventures,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d4324387-Reviews-Escape_Adventures-Las_Vegas_Nevada.html
106,ATV Riding Las Vegas - First Time Rider Course/Guided Tour,Adventure Tours,1 hour,$120.00,per adult,Free cancellation,By Las Vegas ATVs,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d6998766-Reviews-Las_Vegas_ATVs-Las_Vegas_Nevada.html
107,The Rat Pack Is Back at the Tuscany Suites and Casino,Theaters,1–2 hours,$109.95,per adult,,By The Rat Pack is Back,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1746278-Reviews-The_Rat_Pack_is_Back-Las_Vegas_Nevada.html
108,Small-Group Death Valley National Park Day Trip from Las Vegas,Bus Tours,6+ hours,$259.00,per adult,Free cancellation,By Bindlestiff Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2481056-Reviews-Bindlestiff_Tours-Las_Vegas_Nevada.html
109,Las Vegas Brewery Tour by Party Bus,Bus Tours,4 hours,$109.00,per adult,Free cancellation,By Unlock Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17712184-Reviews-Unlock_Las_Vegas-Las_Vegas_Nevada.html
110,Zion National Park Day Tour From Las Vegas,Bus Tours,6+ hours,$149.00,per adult,Free cancellation,By National Park Express,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d15673500-Reviews-National_Park_Express-Las_Vegas_Nevada.html
111,KÀ™ by Cirque du Soleil® at the MGM Grand Hotel and Casino,Cirque du Soleil,1–2 hours,$82.47,per adult,,By KA by Cirque du Soleil,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d501163-Reviews-KA_by_Cirque_du_Soleil-Las_Vegas_Nevada.html
112,Las Vegas Reality Show VIP Tour,Bus Tours,4 hours,$70.00,per adult,Free cancellation,By Annie Bananie Las Vegas Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2214705-Reviews-Annie_Bananie_Las_Vegas_Tours-Las_Vegas_Nevada.html
113,Las Vegas Strip by Limo with Personal Photographer,Private and Luxury,2 hours,$399.99,per group,Free cancellation,By My Vegas Limo Tour,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d7149005-Reviews-My_Vegas_Limo_Tour-Las_Vegas_Nevada.html
114,Las Vegas Live Comedy Club at Planet Hollywood Resort and Casino,Comedy Shows,1–2 hours,$44.99,per adult,,By Las Vegas Live Comedy Club,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d5825265-Reviews-Las_Vegas_Live_Comedy_Club-Las_Vegas_Nevada.html
115,Mat Franco Magic Reinvented Nightly at the LINQ Hotel and Casino,Theaters,1–2 hours,$61.99,per adult,Free cancellation,By Mat Franco: Magic Reinvented Nightly,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d8745995-Reviews-Mat_Franco_Magic_Reinvented_Nightly-Las_Vegas_Nevada.html
116,Small Group Tour of Grand Canyon West and Hoover Dam from Las Vegas,Bus Tours,6+ hours,$190.00,per adult,Free cancellation,By iTravel USA,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d15612535-Reviews-ITravel_USA-Las_Vegas_Nevada.html
117,Hoover Dam Walk-On-Top Tour with Seven Magic Mountains,Full-day Tours,5 hours,$85.00,per adult,Free cancellation,By MaxTour,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d12334620-Reviews-MaxTour-Las_Vegas_Nevada.html
118,Emerald Cave Kayak Tour,,6+ hours,$159.00,per adult,Free cancellation,By Venture Out Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17327244-Reviews-Venture_Out_Vegas-Las_Vegas_Nevada.html
119,Hidden Valley and Primm Extreme Dirt Bike Tour,Adventure Tours,4–5 hours,$308.99,per adult,Free cancellation,By American Adventure Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1206511-Reviews-American_Adventure_Tours-Las_Vegas_Nevada.html
120,Traditional Wedding at Graceland's Storybook Chapel,,1 hour,$99.99,per adult,Free cancellation,By Graceland Wedding Chapel,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d8677074-Reviews-Graceland_Wedding_Chapel-Las_Vegas_Nevada.html
121,Guided Mountain Bike Tour of Mustang Trail in Red Rock Canyon,Bike Tours,4 hours,$149.99,per adult,Free cancellation,By Escape Adventures,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d4324387-Reviews-Escape_Adventures-Las_Vegas_Nevada.html
122,Death Valley Explorer Tour by Tour Trekker,Adventure Tours,6+ hours,$288.00,per adult,Free cancellation,By Pink Jeep Tours Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d581526-Reviews-Pink_Jeep_Tours_Las_Vegas-Las_Vegas_Nevada.html
123,2-hour Off Road Desert Adventure in Las Vegas,Adventure Tours,2 hours,$219.00,per adult,Free cancellation,By Las Vegas Adrenaline Junkies Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23229909-Reviews-Las_Vegas_Adrenaline_Junkies_Tours-Las_Vegas_Nevada.html
124,Kayak Emerald Cave Express from Las Vegas,,3 hours,$99.00,per adult,Free cancellation,By Evolution Expeditions,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1809514-Reviews-Evolution_Expeditions-Las_Vegas_Nevada.html
125,Las Vegas Club & Bar Rockstarcrawl,Walking Tours,5 hours,$59.00,per adult,Free cancellation,By Rockstarcrawls Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d9826845-Reviews-Rockstarcrawls_Las_Vegas-Las_Vegas_Nevada.html
126,Laugh Factory at the Tropicana Hotel and Casino,Comedy Shows,2 hours,$54.99,per adult,Free cancellation,By Laugh Factory,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2694182-Reviews-Laugh_Factory-Las_Vegas_Nevada.html
127,,5,4,,,6,,Las Vegas,USA,
128,,,,,,,Clear all filters,Las Vegas,USA,
129,Las Vegas Mob Museum Admission Ticket,Attractions & Museums,3 hours,$32.50,per adult,Free cancellation,By The Mob Museum,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2538527-Reviews-The_Mob_Museum-Las_Vegas_Nevada.html
130,Hoover Dam Kayak Tour on Colorado River with Optional Pickup in Las Vegas,,6+ hours,$199.00,per adult,Free cancellation,By Las Vegas SUP Kayak Club,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d10807691-Reviews-Las_Vegas_SUP_Kayak_Club-Las_Vegas_Nevada.html
131,Jabbawockeez at the MGM Grand Hotel and Casino,Theaters,1–2 hours,$71.72,per adult,,By Jabbawockeez,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2146420-Reviews-Jabbawockeez-Las_Vegas_Nevada.html
132,Indoor Skydiving Experience in Las Vegas,,45 minutes,$149.00,per adult,Free cancellation,By Vegas Indoor Skydiving,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1074726-Reviews-Vegas_Indoor_Skydiving-Las_Vegas_Nevada.html
133,Grand Canyon West Rim by Tour Trekker with Optional Upgrades,Adventure Tours,6+ hours,$324.13,per adult,Free cancellation,By Pink Jeep Tours Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d581526-Reviews-Pink_Jeep_Tours_Las_Vegas-Las_Vegas_Nevada.html
134,"Grand Canyon West Rim Coach Tour with Helicopter, Boat and Skywalk Options",Bus Tours,6+ hours,$450.00,per adult,Free cancellation,By Grand Canyon Destinations,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d8517251-Reviews-Grand_Canyon_Destinations-Las_Vegas_Nevada.html
135,Open Bar Party Bus Nightclub Crawl in Las Vegas,Bus Tours,6 hours,$32.00,per adult,,By Club Crawl Co,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d18338592-Reviews-Club_Crawl_Co-Las_Vegas_Nevada.html
136,Private Group Off-Roading Adventure in Las Vegas,Adventure Tours,2 hours,"$2,495.00",per group,Free cancellation,By Las Vegas Adrenaline Junkies Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23229909-Reviews-Las_Vegas_Adrenaline_Junkies_Tours-Las_Vegas_Nevada.html
137,All In Party Tour,Bus Tours,4–6 hours,$89.00,per adult,,By Party Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2613092-Reviews-Party_Tours-Las_Vegas_Nevada.html
138,Grand Canyon West Rim Airplane Air Tour,Adventure Tours,4 hours,$199.99,per adult,Free cancellation,By Grand Canyon Scenic Airlines,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g60881-d6161464-Reviews-Grand_Canyon_Scenic_Airlines-Boulder_City_Nevada.html
139,Valley of Fire State Park Tour w/Private Option (2-6 people),Bus Tours,5 hours,$110.00,per adult,Free cancellation,By Las Vegas D-Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d15812107-Reviews-Las_Vegas_D_Tours-Las_Vegas_Nevada.html
140,Hitzville the Show at Planet Hollywood Resort and Casino,Theaters,1–2 hours,$59.99,per adult,,By Hitzville - The Show,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2146377-Reviews-Hitzville_The_Show-Las_Vegas_Nevada.html
141,Full-Day Kayak Tour from Willow Beach with Pick Up,Adventure Tours,6 hours,$150.00,per adult,Free cancellation,By Vegas Kayaking Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23465622-Reviews-Vegas_Kayaking_Tours-Las_Vegas_Nevada.html
142,All Motown Show at the Alexis Park Hotel in Las Vegas,Shows,1–2 hours,$46.95,per adult,Free cancellation,By Gordie Brown,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d653772-Reviews-Gordie_Brown-Las_Vegas_Nevada.html
143,Horseback Riding Tour,,1–2 hours,$85.00,per adult,,By Silver State Horseback Riding Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17568743-Reviews-Silver_State_Horseback_Riding_Tours-Las_Vegas_Nevada.html
144,Grand Canyon Helicopter Flight with Colorado River Float or Kayak Trip,Private and Luxury,6+ hours,$599.00,per adult,Free cancellation,By 5 Star Grand Canyon Helicopter Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g60881-d3160367-Reviews-5_Star_Grand_Canyon_Helicopter_Tours-Boulder_City_Nevada.html
145,Red Rock Tour- Las Vegas Strip Trike Tour,Adventure Tours,3 hours,$199.00,per group,Free cancellation,By Vegas Trike Adventures,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d8390483-Reviews-Vegas_Trike_Adventures-Las_Vegas_Nevada.html
146,Count Kustom's Las Vegas Car Tour Experience,Bus Tours,4 hours,$99.00,per adult,Free cancellation,By Annie Bananie Las Vegas Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2214705-Reviews-Annie_Bananie_Las_Vegas_Tours-Las_Vegas_Nevada.html
147,Guided Group Tour Exploring the Outskirts of Vegas on a CanAm Ryker (4HR),Adventure Tours,3–4 hours,$300.00,per adult,Free cancellation,By Limitless Motoring,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d21378577-Reviews-Limitless_Motoring-Las_Vegas_Nevada.html
148,Titanic: The Artifact Exhibition at the Luxor Hotel and Casino,Attractions & Museums,6+ hours,$36.99,per adult,,By Titanic: The Artifact Exhibition,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1501219-Reviews-Titanic_The_Artifact_Exhibition-Las_Vegas_Nevada.html
149,Mike Hammer Comedy Magic Show,Comedy Shows,1–2 hours,$29.99,per adult,Free cancellation,By Mike Hammer - Comedy & Magic Show,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2142036-Reviews-Mike_Hammer_Comedy_Magic_Show-Las_Vegas_Nevada.html
150,ATV Tour of Lake Mead and Colorado River from Las Vegas,Adventure Tours,6–7 hours,$380.00,per adult,Free cancellation,By Las Vegas ATVs,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d6998766-Reviews-Las_Vegas_ATVs-Las_Vegas_Nevada.html
151,Valley of Fire ATV Quad 450cc-750cc 3 hour Tour,Adventure Tours,5–6 hours,$225.00,per adult,Free cancellation,By Adrenaline ATV Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1074727-Reviews-Adrenaline_ATV_Tours-Las_Vegas_Nevada.html
152,Valley of Fire Wedding by Private Limousine,,4 hours,$580.99,per adult,Free cancellation,By A Special Memory Wedding Chapel,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1409130-Reviews-A_Special_Memory_Wedding_Chapel-Las_Vegas_Nevada.html
153,1 Day Lower Antelope Canyon & Horseshoe Bend From Las Vegas - Ticket Included,Adventure Tours,6+ hours,$229.00,per adult,,By VIPTOUR,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g60834-d23701861-Reviews-VIPTOUR-Page_Arizona.html
154,Couple's Unforgettable Experience Cruising Through Las Vegas on a CanAm Ryker!,Adventure Tours,4 hours,$190.00,per adult,Free cancellation,By Limitless Motoring,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d21378577-Reviews-Limitless_Motoring-Las_Vegas_Nevada.html
155,Antelope Canyon & Horseshoe Bend,Full-day Tours,6+ hours,$199.00,per adult,,By West Pearl Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d16845148-Reviews-West_Pearl_Tours-Las_Vegas_Nevada.html
156,Grand Canyon National Park South Rim Tour from Las Vegas,Full-day Tours,6+ hours,$119.00,per adult,Free cancellation,By National Park Express,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d15673500-Reviews-National_Park_Express-Las_Vegas_Nevada.html
157,Grand Canyon North Rim Air and Ground Tour with Optional ATV Ride,Adventure Tours,6+ hours,$394.00,per adult,Free cancellation,By Grand Canyon Scenic Airlines,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g60881-d6161464-Reviews-Grand_Canyon_Scenic_Airlines-Boulder_City_Nevada.html
158,Hidden Valley ATV Half-Day Tour from Las Vegas,Adventure Tours,4–5 hours,$248.99,per adult,Free cancellation,By American Adventure Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1206511-Reviews-American_Adventure_Tours-Las_Vegas_Nevada.html
159,,6,5,,,7,,Las Vegas,USA,
160,,,,,,,Clear all filters,Las Vegas,USA,
161,Small-Group Downtown and Fremont Street History Walking Tour,City Tours,2 hours,$36.37,per adult,Free cancellation,By Las Vegas Walking Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d6781630-Reviews-Las_Vegas_Walking_Tours-Las_Vegas_Nevada.html
162,Las Vegas to Hollywood Tour,Bus Tours,6+ hours,$227.15,per adult,Free cancellation,By Vegas To Hollywood Tourz,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d6514577-Reviews-Vegas_To_Hollywood_Tourz-Las_Vegas_Nevada.html
163,iLuminate at the STRAT Hotel and Casino,Theaters,1–2 hours,$52.47,per adult,Free cancellation,By Stratosphere Theater,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1173666-Reviews-Stratosphere_Theater-Las_Vegas_Nevada.html
164,75-Minute Las Vegas ATV Tour with Souvenir Package,Adventure Tours,3–4 hours,$322.79,per adult,Free cancellation,By Sunbuggy Fun Rentals,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d14140925-Reviews-Sunbuggy_Fun_Rentals-Las_Vegas_Nevada.html
165,The STRAT Tower Observation Deck Ticket,Skyscrapers & Towers,4 hours,$24.00,per adult,Free cancellation,By Big Shot,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d10100691-Reviews-Big_Shot-Las_Vegas_Nevada.html
166,Lower Antelope Canyon & Horseshoe Bend Tour from Las Vegas,Full-day Tours,14–15 hours,$296.00,per adult,,By TakeYourTrip,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17434701-Reviews-TakeYourTrip-Las_Vegas_Nevada.html
167,Grand Canyon West Rim and Hoover Dam Day Tour from Las Vegas,Full-day Tours,6+ hours,$130.00,per adult,Free cancellation,By Mojave Wave LLC,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23542494-Reviews-Mojave_Wave_LLC-Las_Vegas_Nevada.html
168,Private Hoover Dam Tour by SUV,Bus Tours,3–4 hours,$100.00,per adult,Free cancellation,By Vegas To Hollywood Tourz,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d6514577-Reviews-Vegas_To_Hollywood_Tourz-Las_Vegas_Nevada.html
169,Shelby American Select Experience,Attractions & Museums,1 hour,$49.00,per adult,Free cancellation,"By Shelby American, Inc.",Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2409034-Reviews-Shelby_American_Inc-Las_Vegas_Nevada.html
170,The Original Immersive Van Gogh Las Vegas,Theaters,1–2 hours,$79.99,per adult,,By Attractions4us Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23801814-Reviews-Attractions4us_Las_Vegas-Las_Vegas_Nevada.html
171,Brad Garrett's Comedy Club at MGM Grand Hotel and Casino,Comedy Shows,1–2 hours,$82.75,per adult,,By Brad Garrett's Comedy Club,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2695877-Reviews-Brad_Garrett_s_Comedy_Club-Las_Vegas_Nevada.html
172,Las Vegas Strip and Downtown Scooter with Food Tour,Half-day Tours,4 hours,$329.00,per group,Free cancellation,By Hog Car Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d9865455-Reviews-Hog_Car_Tours-Las_Vegas_Nevada.html
173,LA Comedy Club at The STRAT Hotel and Casino,Comedy Shows,1 hour,$30.72,per adult,Free cancellation,By LA Comedy Club,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d12081137-Reviews-LA_Comedy_Club-Las_Vegas_Nevada.html
174,Thunder from Down Under at the Excalibur Hotel and Casino,Theaters,1–2 hours,$73.00,per adult,,By Australia's Thunder from Down Under,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d950842-Reviews-Australia_s_Thunder_from_Down_Under-Las_Vegas_Nevada.html
175,America's Got Talent at the Luxor Hotel and Casino,Theaters,1–2 hours,$68.67,per adult,,By Casino at Luxor Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d102515-Reviews-Casino_at_Luxor_Las_Vegas-Las_Vegas_Nevada.html
176,Hoover Dam's Best Highlights Tour from Las Vegas,Bus Tours,4 hours,$55.00,per adult,Free cancellation,,Las Vegas,USA,
177,Death Valley Day Tour From Las Vegas,Full-day Tours,6+ hours,$129.00,per adult,Free cancellation,By Mojave Wave LLC,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23542494-Reviews-Mojave_Wave_LLC-Las_Vegas_Nevada.html
178,Scooter Car Tour of Red Rock Canyon with Transport from Las Vegas,Adventure Tours,4–5 hours,$350.00,per adult,Free cancellation,By Scoot City Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1534917-Reviews-Scoot_City_Tours-Las_Vegas_Nevada.html
179,Masters of Magic Show at Las Vegas Magic Theater,Theaters,1–2 hours,$65.00,per adult,,By Las Vegas Magic Theater,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17734473-Reviews-Las_Vegas_Magic_Theater-Las_Vegas_Nevada.html
180,The STRAT Tower Unlimited Ride Pass Ticket,Skyscrapers & Towers,4 hours,$43.98,per adult,Free cancellation,By Big Shot,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d10100691-Reviews-Big_Shot-Las_Vegas_Nevada.html
181,Upper Antelope Canyon & Horseshoe Bend Tour from Las Vegas,Full-day Tours,14–15 hours,$390.00,per adult,,By TakeYourTrip,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17434701-Reviews-TakeYourTrip-Las_Vegas_Nevada.html
182,Las Vegas Arts District Sightseeing and Foodie Tour,Walking Tours,3 hours,$117.00,per adult,Free cancellation,By Taste Buzz Food Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d11444817-Reviews-Taste_Buzz_Food_Tours-Las_Vegas_Nevada.html
183,Go City: Las Vegas All-Inclusive Pass with 30+ Attractions,Comedy Shows,2–5 days,$109.00,per adult,,By Go City | Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d19512949-Reviews-Go_City_Las_Vegas-Las_Vegas_Nevada.html
184,Grand Canyon ULTIMATE Small Group Sunset Tour,Full-day Tours,6+ hours,$192.21,per adult,Free cancellation,By Grand Canyon Experiences,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17795785-Reviews-Grand_Canyon_Experiences-Las_Vegas_Nevada.html
185,Strip Club Crawl And Open Bar Party Bus in Las Vegas,Bus Tours,6 hours,$36.00,per adult,,By Club Crawl Co,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d18338592-Reviews-Club_Crawl_Co-Las_Vegas_Nevada.html
186,Seal Team 6 Experience,,1–2 hours,$229.00,per adult,Free cancellation,By Machine Guns Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d2534148-Reviews-Machine_Guns_Vegas-Las_Vegas_Nevada.html
187,ATV Tours at Nellis Dunes from Las Vegas,Adventure Tours,2 hours,$199.00,per adult,Free cancellation,By Las Vegas ATV Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45981-d2506905-Reviews-Las_Vegas_ATV_Tours-North_Las_Vegas_Nevada.html
188,Grand Canyon West and Hoover Dam Bus Tour with Optional Add-Ons,Full-day Tours,9–10 hours,$145.00,per adult,Free cancellation,By iTravel USA,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d15612535-Reviews-ITravel_USA-Las_Vegas_Nevada.html
189,Grand Canyon Skywalk & Hoover Dam Small Group Tour,Full-day Tours,6+ hours,$205.00,per adult,Free cancellation,By Grand Canyon Experiences,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17795785-Reviews-Grand_Canyon_Experiences-Las_Vegas_Nevada.html
190,Kayak Hoover Dam with Hot Springs from Las Vegas,,6+ hours,$249.00,per adult,,By Evolution Expeditions,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1809514-Reviews-Evolution_Expeditions-Las_Vegas_Nevada.html
191,,7,6,,,8,,Las Vegas,USA,
192,,,,,,,Clear all filters,Las Vegas,USA,
193,Private Grand Canyon South Rim: Sunset Tour from Las Vegas,Bus Tours,6+ hours,$475.00,per adult,Free cancellation,By Fun Group Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d19886796-Reviews-Fun_Group_Las_Vegas-Las_Vegas_Nevada.html
194,Valley of Fire Luxury Tour Trekker Excursion,Adventure Tours,5–6 hours,$185.01,per adult,Free cancellation,By Pink Jeep Tours Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d581526-Reviews-Pink_Jeep_Tours_Las_Vegas-Las_Vegas_Nevada.html
195,Personal Travel and Vacation Photographer Tour in Las Vegas,Walking Tours,1–3 hours,$299.88,per group,Free cancellation,By Pictrip,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g186338-d16685858-Reviews-Pictrip-London_England.html
196,Las Vegas Wedding at A Special Memory Wedding Chapel,,1 hour,$99.99,per adult,Free cancellation,By A Special Memory Wedding Chapel,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d1409130-Reviews-A_Special_Memory_Wedding_Chapel-Las_Vegas_Nevada.html
197,Pop Culture Walking Tour Downtown With Complimentary Cocktails,Walking Tours,2 hours,$35.00,per adult,Free cancellation,By Las Vegas Pop Culture Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d7736702-Reviews-Las_Vegas_Pop_Culture_Tours-Las_Vegas_Nevada.html
198,Valley of Fire and Lost City Museum Small Group Tour,Adventure Tours,6–7 hours,$159.00,per adult,Free cancellation,By MARVIT TOURS LLC,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17352213-Reviews-MARVIT_TOURS_LLC-Las_Vegas_Nevada.html
199,"Hoover Dam, Lake Mead & Historic Boulder City Tour w/Private Option (2-6 people)",Bus Tours,3 hours,$75.00,per adult,Free cancellation,By Las Vegas D-Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d15812107-Reviews-Las_Vegas_D_Tours-Las_Vegas_Nevada.html
200,FlyOver Las Vegas: The Ultimate Flying Ride,Attractions & Museums,30 minutes,$34.00,per adult,Free cancellation,By Flyover Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d23627231-Reviews-Flyover_Las_Vegas-Las_Vegas_Nevada.html
201,2-Hour 3 Gun Desert Shooting Adventure from Las Vegas,,3 hours,$179.00,per adult,Free cancellation,By 2Vegas.com,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d16781531-Reviews-2Vegas_com-Las_Vegas_Nevada.html
202,Grand Canyon Private Tour: 3-in-1 Grand Circle Full Day Tour from Las Vegas,Bus Tours,6+ hours,$750.00,per adult,Free cancellation,By Fun Group Las Vegas,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d19886796-Reviews-Fun_Group_Las_Vegas-Las_Vegas_Nevada.html
203,Award Winning Red Rock Canyon Tour,Bus Tours,4 hours,$85.00,per adult,Free cancellation,By Red Rock Discovery Tours,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d17546968-Reviews-Red_Rock_Discovery_Tours-Las_Vegas_Nevada.html
204,"VIP Ghost Town Gold Mine Tour, Hoover Dam Small Group Tour from Las Vegas",Adventure Tours,5–10 hours,$165.00,per adult,Free cancellation,By iTravel USA,Las Vegas,USA,https://www.tripadvisor.com/Attraction_Review-g45963-d15612535-Reviews-ITravel_USA-Las_Vegas_Nevada.html
