,Attraction Name,Attraction Type,City,Country
290,Auditorio de Barcelona,Points of Interest & Landmarks,Barcelona,Spain
291,Monumento al libro,Monuments & Statues,Barcelona,Spain
292,El Forjador,Monuments & Statues,Barcelona,Spain
293,Parc Central de Nou Barris,Architectural Buildings • Bridges,Barcelona,Spain
294,Portal de Santa Madrona,Historic Sites,Barcelona,Spain
295,Dona amb angel,Monuments & Statues,Barcelona,Spain
296,Monumento a Mary Santpere,Monuments & Statues,Barcelona,Spain
297,L'Estel Ferit,Monuments & Statues,Barcelona,Spain
298,Monument to Romul Bosch i Alsina,Monuments & Statues,Barcelona,Spain
299,Espai Subirachs,Art Museums,Barcelona,Spain
300,Teatre Apolo,Theaters,Barcelona,Spain
301,Mercat de Lesseps,Farmers Markets,Barcelona,Spain
302,Monumento a los Martires de la Independencia,Monuments & Statues,Barcelona,Spain
303,Fundació Suñol,Art Museums,Barcelona,Spain
304,Mercat de Les Corts,Farmers Markets,Barcelona,Spain
305,Gran Sinagoga Maimonides Barcelona,Civic Centres • Religious Sites,Barcelona,Spain
306,Figura Femenina,Monuments & Statues,Barcelona,Spain
307,Buho de la Plaza Jacint Verdaguer,Monuments & Statues,Barcelona,Spain
308,Mercat del Poble Nou,Farmers Markets,Barcelona,Spain
309,Placa de Lesseps,Points of Interest & Landmarks,Barcelona,Spain
310,,13,Barcelona,Spain
311,Casa Mulleras,Architectural Buildings,Barcelona,Spain
312,Pasaje De La Paz,Points of Interest & Landmarks,Barcelona,Spain
313,La Casa dels Entremesos,Art Galleries,Barcelona,Spain
314,Museu dels Automats del Tibidabo,Speciality Museums,Barcelona,Spain
315,Sabiduria,Points of Interest & Landmarks • Monuments & Statues,Barcelona,Spain
316,Casa Granell,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
317,antiguo convento de San Agustin,Ancient Ruins • Architectural Buildings,Barcelona,Spain
318,Club Capitol,Theaters,Barcelona,Spain
319,Parroquia Castrense de la Ciutadella,Churches & Cathedrals,Barcelona,Spain
320,Monumento a Mahatama Gandi,Monuments & Statues,Barcelona,Spain
321,Galeria de Arte Jordi Barnadas,Art Galleries,Barcelona,Spain
322,Font d'Hercules,Fountains,Barcelona,Spain
323,La Parella,Monuments & Statues,Barcelona,Spain
324,Pastor de la Flauta,Monuments & Statues,Barcelona,Spain
325,Jardins de Vil·la Amèlia,Parks • Gardens,Barcelona,Spain
326,Font De La Caputxeta Vermella,Monuments & Statues • Fountains,Barcelona,Spain
327,MUHBA at Fabra i Coats,Speciality Museums,Barcelona,Spain
328,Centro Civico Can Felipa,Architectural Buildings • Civic Centres,Barcelona,Spain
329,The Art of the Brick,Speciality Museums • Art Museums,Barcelona,Spain
330,Glorieta de la Transsexual Sonia,Points of Interest & Landmarks • Monuments & Statues,Barcelona,Spain
331,Finca Sansalvador,Speciality Museums • Architectural Buildings,Barcelona,Spain
332,Casa Felip,Architectural Buildings,Barcelona,Spain
333,Monumento a Angel Guimera,Monuments & Statues,Barcelona,Spain
334,Collegio Teresiano,Architectural Buildings,Barcelona,Spain
335,Monument to Francesc Soler i Rovirosa,Monuments & Statues,Barcelona,Spain
336,Casas Pascual i Pons,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
337,La Lleialtat Santsenca,Architectural Buildings,Barcelona,Spain
338,Enoteca Divins,Speciality & Gift Shops,Barcelona,Spain
339,Placa de Sarria,Points of Interest & Landmarks,Barcelona,Spain
340,La Capilla de Marcus,Churches & Cathedrals,Barcelona,Spain
341,,14,Barcelona,Spain
342,Mare de Déu de la Bonanova,Churches & Cathedrals,Barcelona,Spain
343,Sala Beckett,Theaters,Barcelona,Spain
344,Casa Pomar,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
345,Esglesia dels Josepets de Gracia,Churches & Cathedrals,Barcelona,Spain
346,Casa de la Lactancia,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
347,Fundacio Gaspar,Speciality Museums,Barcelona,Spain
348,Palau Centelles,Historic Sites • Points of Interest & Landmarks,Barcelona,Spain
349,Capilla de Santa Lucia,Churches & Cathedrals,Barcelona,Spain
350,Galería F.Cervera,Speciality Museums,Barcelona,Spain
351,Aduana de Barcelona,Architectural Buildings,Barcelona,Spain
352,Dona Pescadora,Monuments & Statues,Barcelona,Spain
353,Sala Parés,Art Galleries • Art Museums,Barcelona,Spain
354,Monument a La Sardana,Points of Interest & Landmarks • Monuments & Statues,Barcelona,Spain
355,Fira de Segells i Monedes,Flea & Street Markets,Barcelona,Spain
356,Barcelona International Comedy Festival,Cultural Events,Barcelona,Spain
357,Monumento a Antonio Viladomat,Monuments & Statues,Barcelona,Spain
358,Velodrom d'Horta,Sports Complexes,Barcelona,Spain
359,Centre Artesa Tradicionarius - CAT,Theaters,Barcelona,Spain
360,Santuari de la Mare de Deu del Sagrat Cor,Churches & Cathedrals,Barcelona,Spain
361,Mulas y Pedrosa Art Gallery,Art Galleries,Barcelona,Spain
362,Casa Vallet i Xiro,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
363,Jardins de Gandhi,Parks,Barcelona,Spain
364,Bcn Art Design,Art Galleries,Barcelona,Spain
365,Medieval Walls,Ancient Ruins • Points of Interest & Landmarks,Barcelona,Spain
366,Casa Lamadrid,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
367,Monumento al Perro Abandonado,Monuments & Statues,Barcelona,Spain
368,Nave Bostik,Civic Centres,Barcelona,Spain
369,Institut del Teatre,Theaters,Barcelona,Spain
370,Birra 08,Breweries,Barcelona,Spain
371,Fuente de Carmen Amaya,Monuments & Statues • Fountains,Barcelona,Spain
372,,15,Barcelona,Spain
373,La Dama del Paraguas,Fountains,Barcelona,Spain
374,Casa Llorenc Camprubi,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
375,Palauet Casades,Historic Sites • Points of Interest & Landmarks,Barcelona,Spain
376,Dona amb nen i flabiol,Monuments & Statues,Barcelona,Spain
377,Mercat d'Hostafrancs,Farmers Markets,Barcelona,Spain
378,Trenhotel Salvador Dali,Public Transportation Systems,Barcelona,Spain
379,MUHBA Domus de Sant Honorat,Speciality Museums,Barcelona,Spain
380,Iglesia Ortodoxa Rusa de la Anunciación,Religious Sites • Churches & Cathedrals,Barcelona,Spain
381,Galeria La Lesia,Art Galleries,Barcelona,Spain
382,Fundació Foto Colectania,Visitor Centers • Art Galleries,Barcelona,Spain
383,Placa del Tibidabo,Points of Interest & Landmarks • Lookouts,Barcelona,Spain
384,Edificio de la Junta de Obras del Puerto,Architectural Buildings,Barcelona,Spain
385,Casa Fajol,Points of Interest & Landmarks,Barcelona,Spain
386,Monumeent to Joan Salvat i Papasseit,Monuments & Statues,Barcelona,Spain
387,Escultura al Moll de la Fusta,Scenic Walking Areas,Barcelona,Spain
388,Barcelona City Hall Tourist Office,Visitor Centers,Barcelona,Spain
389,Ágora Juan Andrés Benitez,Points of Interest & Landmarks,Barcelona,Spain
390,Museu Geologic del Seminari de Barcelona,Science Museums,Barcelona,Spain
391,La Casa Malagrida,Architectural Buildings,Barcelona,Spain
392,Monumento a Antoni Gaudi i Jornet,Monuments & Statues,Barcelona,Spain
393,Jardí Botànic Històric,Gardens,Barcelona,Spain
394,Gran Via de les Corts Catalanes,Points of Interest & Landmarks,Barcelona,Spain
395,Pantano de Vallvidrera,Dams,Barcelona,Spain
396,Pont de Calatrava,Bridges,Barcelona,Spain
397,PLOM Gallery,Points of Interest & Landmarks,Barcelona,Spain
398,Monumento a Los Voluntarios Catalanes,Monuments & Statues,Barcelona,Spain
399,Antiguitats Aquiles,Antique Shops,Barcelona,Spain
400,Jardins de les Tres Xemeneies,Parks,Barcelona,Spain
401,Església de Sant Sever,Churches & Cathedrals,Barcelona,Spain
